compound_name,cas_number,smiles,primary_category,secondary_category,tertiary_category,primary_action,biological_description,Mol Weight
LY 255283,[117690-79-6],CCC1=C(OCCCCCC(C)(C)C2=NN=NN2)C=C(O)C(=C1)C(C)=O,7-TM Receptors,Leukotriene and Related Receptors,,"Selective, competitive BLT2 receptor antagonist","Selective, competitive antagonist of BLT2 receptors (IC50 values are ~ 1 and > 10 muM at human recombinant BLT2 and BLT1 receptors respectively). Inhibits LTB4-induced contraction of lung parenchyma (pA2 = 7.2), and reduces LTB4-mediated airway obstruction in guinea pigs following i.v. and oral administration. .",360.46
LY 266097 hydrochloride,[172895-39-5],CC1=CC=C(NC3=C2CCNC3CC4=CC=C(OC)C(OC)=C4Cl)C2=C1.Cl,7-TM Receptors,5-HT Receptors,5-HT2 Receptors,Selective 5-HT2B antagonist,Selective 5-HT2B receptor antagonist (pKi = 9.3). More than 100-fold selective over 5-HT2A and 5-HT2C. Attenuates amphetamine-induced locomotion in the rat.,407.33
LY 294002 hydrochloride,[934389-88-5],Cl.O=C1C=C(OC2=C1C=CC=C2C1=CC=CC=C1)N1CCOCC1,Enzymes,Kinases,PI 3-Kinase,Prototypical PI 3-kinase inhibitor; also inhibits other kinases,"Prototypical PI 3-kinase inhibitor (IC50 values are 0.31, 0.73, 1.06 and 6.60 muM for PI 3-Kbeta, PI 3-Kalpha, PI 3-Kdelta and PI 3-Kgamma respectively). Also inhibits other kinases including, CK2, mTOR, PLK1, PIM1 and PIM3. Inhibits proliferation and induces apoptosis in human colon cancer cells in vitro and in vivo. Suppresses proliferation of mESCs. Inhibits autophagic sequestration in rat hepatocytes. Negative Control also available. ",343.81
LY 303511,[154447-38-8],O=C1C=C(OC2=C(C=CC=C12)C1=CC=CC=C1)N1CCNCC1,Enzymes,Kinases,PI 3-Kinase,Negative control of LY 294002 (Cat. No. 1130),"Negative control compound for LY 294002 PI 3-kinase inhibitory activity. Blocks voltage-gated potassium (Kv) channels (IC50 = 64.6 muM) and inhibits IL-1beta-stimulated NF-kappaB activation, attenuating MCP-1 expression. Antiproliferative. Also inhibits the BET bromodomain proteins BRD2, BRD3 and BRD4. Active Analog also available.",306.36
LY 344864 hydrochloride,[1217756-94-9],Cl[H].CN(C)[C@@H]1CCC2=C(C1)C1=CC(NC(=O)C3=CC=C(F)C=C3)=CC=C1N2,7-TM Receptors,5-HT Receptors,5-HT1 Receptors,Potent and selective 5-HT1F agonist,"Potent, selective 5-HT1F receptor agonist (EC50 = 3 nM). Displays > 80-fold selectivity over other 5-HT receptors (Ki values are 0.006, 0.53, 0.55, 0.56, 1.42, 1.70, 3.50, 3.94 and 4.85 muM for 5-HT1F, 5-HT1A, 5-HT1B, 5-HT1D, 5-HT1E, 5-HT2B, 5-HT2C, 5-HT2A and 5-HT7 receptors respectively). Inhibits neurogenic dural inflammation in vivo following i.v. and oral administration.",387.88
LY 364947,[396129-53-6],N1C=C(C(=N1)C1=CC=CC=N1)C1=CC=NC2=CC=CC=C12,Enzyme-Linked Receptors,Receptor Serine/Threonine Kinases (RSTKs),TGF-beta Receptors,Selective inhibitor of TGF-betaRI,"Selective inhibitor of TGF-beta type-I receptor (TGF-beta RI, TGFR-I, TbetaR-I, ALK-5) (IC50 values are 59, 400 and 1400 nM for TGR-beta RI, TGF-beta RII and MLK-7K respectively). Inhibits TGF-beta-dependent luciferase production in mink lung cells (p3TP lux) and growth in mouse fibroblasts (NIH 3T3) (IC50 values are 47 and 89 nM respectively). Suppresses invasion of MDA-MB-231 breast cancer cells in a matrigel invasion assay.",272.31
LY 404187,[211311-95-4],N#CC1=CC=C(C2=CC=C(C(C)CNS(C(C)C)(=O)=O)C=C2)C=C1,Ion Channels,Ligand-gated Ion Channels,Glutamate (Ionotropic) Receptors,Selective positive allosteric modulator of AMPA receptors,"Selective AMPA receptor positive allosteric modulator (IC50 values are 0.15, 0.21, 1.66 and 5.65 muM for GluA2i, GluA4i, GluA3i and GluA1i respectively). Potentiates glutamate and AMPA-evoked currents in pre frontal cortex (PFC) pyramidal neurons in vitro. Has no effect on NMDA- or kainate-evoked currents; also has no effect on K+ or Na+ ion channels. Potentiates PFC glutamatergic synaptic transmission in vitro and in vivo. Induces neurite growth in combination with (S)-AMPA (Cat. No. 0254) in SH-SY5Y human neuroblastoma cells in vitro. Also reduces MPTP-induced toxicity in mice. Brain penetrant.",342.46
LY 456236 hydrochloride,[338736-46-2],Cl.COC1=CC=C(NC2=C3C=C(OC)C=CC3=NC=N2)C=C1,7-TM Receptors,Glutamate (Metabotropic) Receptors,Glutamate (Metabotropic) Group I Receptors,Selective mGlu1 antagonist,Selective mGlu1 receptor antagonist (IC50 values are 143 nM and > 10 muM for mGlu1 and mGlu5 receptors respectively). Reduces hyperalgesic behavior induced by formalin in both mouse and rat with ED50 values of 28 and 16.3 mg/kg respectively.,317.77
M 25,,O=C(C(CCC)CCC)NCC1=CC=C(N(C3=CC=CC=C3OC)N=C2)C2=C1,7-TM Receptors,Smoothened Receptors,,Potent Smoothened (Smo) receptor antagonist,"Potent Smoothened (Smo) receptor antagonist (IC50 = 5 nM). Inhibits the Hedgehog signaling pathway. Inhibits Shh induced Gli luciferase reporter activity in Shh-light 2 cells (IC50 = 5 nM). Antagonizes GSA-10 and SAG-mediated differentiation of the C3H10T1/2 cell line (IC50 values are 69 and 115 nM, respectively).",379.5
M 344,[251456-60-7],O=C(NCCCCCCC(NO)=O)C1=CC=C(N(C)C)C=C1,Enzymes,Histone Deacetylases,Non-selective HDACs,Histone deacetylase inhibitor,Histone deacetylase inhibitor (IC50 = 100 nM). Induces terminal cell differentiation and causes an increase in hyperacetylated histone H4. Antiproliferative agent; suppresses the growth of human endometrial and ovarian cancer cells by inducing cell cycle arrest and apoptosis.,307.39
m-3M3FBS,[200933-14-8],CC1=CC(C)=C(C(C)=C1)S(=O)(=O)NC1=CC=CC(=C1)C(F)(F)F,Enzymes,Esterases,Phospholipases,Phospholipase C activator,"Activator of phospholipase C (PLC). Stimulates superoxide generation, Ca2+ release and inositol phosphate formation in a variety of cell types. Also inhibits growth of the leukemic cell lines U937 and THP-1. Negative Control also available.",343.36
M8 B hydrochloride,[883976-12-3],COC1=C(OCC2=CC=CC=C2)C=CC(CN(CCN)C(C3=CC=CS3)=O)=C1.Cl,Ion Channels,Transient Receptor Potential Channels,TRPM,Potent and selective TRPM8 channel blocker,Potent and selective TRPM8 channel blocker. Blocks cold- and icilin-induced TRPM8 activation in vitro (IC50 values are 7.8 and 26.9 nM respectively). Exhibits no effect at other TRP channels (IC50 > 20 muM). Reduces body temperature in vivo.,432.96
Maraviroc,[376348-65-1],O=C(C4CCC(F)(F)CC4)N[C@@H](CCN2C3CCC2CC(N5C(C)=NN=C5C(C)C)C3)C1=CC=CC=C1,7-TM Receptors,Chemokine Receptors,Chemokine CC Receptors,Selective CCR5 antagonist,"Selective CCR5 antagonist; displays potent anti-HIV-1 activity. Prevents the interaction of HIV-1 gp120 and CCR5 (IC50 = 6.4 nM), inhibiting HIV-1 entry. Exhibits antinociceptive effects in a rat model of neuropathic pain. Also inhibits CCL3 (MIP-1alpha) binding to CCR5. Orally bioavailable.",513.67
MaxiPost,[187523-35-9],O=C2[C@]([C@]3=CC(Cl)=CC=C3OC)(F)C1=CC=C(C(F)(F)F)C=C1N2,Ion Channels,Potassium Channels,Voltage-Gated Potassium Channels,Potassium channel modulator; exerts subtype-specific effects,Potassium channel modulator. Acts as a positive modulator at neuronal Kv7 channels and calcium-activated K+ channels (BKCa) in HEK293 cells. Displays negative modulatory activity at Kv7.1 channels (Ki = 3.7 muM) and GABAA receptors. Displays anxiolytic activity in vivo.,359.7
MCOPPB trihydrochloride,[1108147-88-1],CC5(CCCCCCC5)N(CC4)CCC4N2C1=CC=CC=C1N=[C@@]2[C@H]3CNCCC3.Cl.Cl.Cl,7-TM Receptors,Opioid Receptors,NOP Receptors,Potent NOP receptor agonist,"High affinity NOP receptor agonist (pKi = 10.07 for the human NOP receptor). Exhibits anxiolytic effects with no effect on memory or locomotion. Regarded as one of the most potent, non-peptide NOP full agonists in vitro.",534.05
MDL 100907,[139290-65-6],FC(C=C3)=CC=C3CCN(CC2)CCC2[C@@H](O)C1=C(OC)C(OC)=CC=C1,7-TM Receptors,5-HT Receptors,5-HT2 Receptors,Potent and selective 5-HT2A antagonist,Potent and selective 5-HT2A receptor antagonist (Ki = 0.36 nM). Exhibits > 80-fold selectivity for 5-HT2A over other serotonergic receptor subtypes. Antipsychotic agent in vivo.,373.46
"MDL 11,939",[107703-78-6],OC(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,7-TM Receptors,5-HT Receptors,5-HT2 Receptors,5-HT2A antagonist,"Orally active 5-HT2A receptor antagonist; displays selectivity for 5-HT2A receptors over 5-HT2C receptors (Ki values are 0.54, 2.5, 81.6 and ~10,000 nM at rabbit 5-HT2A, human 5-HT2A, rabbit 5-HT2C and human 5-HT2C receptors respectively).",295.42
MDL 72222,[40796-97-2],CN1C2CCC1CC(C2)OC(=O)C1=CC(Cl)=CC(Cl)=C1,Ion Channels,Ligand-gated Ion Channels,5-HT3 Receptors,5-HT3 antagonist,5-HT3 antagonist.,314.21
ME 0328,[1445251-22-8],O=C2NC(CCC(N[C@@H](C)C3=CC=CC=C3)=O)=NC1=CC=CC=C12,Enzymes,Polymerases,Poly(ADP-ribose) Polymerase,Selective PARP-3 inhibitor,"Inhibitor of PARP-3 (IC50 = 0.89 muM). Displays selectivity for PARP-3 over PARP-1, PARP-2 and other ARDT enzymes (IC50 values are 6.3, 10.8 and >30 muM respectively). Enhances CRISPR-Cas9-mediated HER2 mutation frequency, resulting in increased reduction in proliferation of HER2-positive breast cancer cells. Cell permeable.",321.37
Meclizine dihydrochloride,[1104-22-9],CC1=CC(CN(CC4)CCN4C(C3=CC=C(Cl)C=C3)C2=CC=CC=C2)=CC=C1.Cl.Cl,Nuclear Receptors,Pregnane X Receptor,,Human pregnane X receptor agonist; H1 antagonist,Human pregnane X receptor (hPXR) agonist; stronger activator of hPXR than rat PXR. Increases hPXR target gene expression in human hepatocyte primary cultures. Also acts as a histamine H1 receptor antagonist. Confers neuroprotection in models of polyQ toxicity.,463.87
Medetomidine hydrochloride,[86347-15-1],CC(C2=CN=CN2)C1=C(C)C(C)=CC=C1.Cl,7-TM Receptors,Adrenergic Receptors,Adrenergic Alpha-2 Receptors,Potent and highly selective alpha2 agonist,"Potent, highly selective alpha2-adrenoceptor agonist (Ki values are 1.08 and 1750 nM for alpha2- and alpha1-adrenoceptors respectively). Displays greater selectivity over alpha1-adrenoceptors than clonidine and UK 14,304 (1620-, 220- and 300-fold respectively). Inhibits twitch response in electrically stimulated mouse vas deferens (pD2 = 9.0). Active in vivo; displays hypotensive, bradycardic, sedative, anxiolytic, hypothermic and analgesic effects. Active Isomer also available.",236.74
Melatonin,[73-31-4],O=C(C)NCCC2=CNC1=CC=C(OC)C=C12,7-TM Receptors,Melatonin (MT) Receptors,,Endogenous hormone; agonist at MT1 and MT2,"Endogenous hormone that acts as an agonist at melatonin receptors MT1 and MT2. Exhibits a prominent role in the control of circadian rhythm, displays immunomodulatory activity and acts as a powerful antioxidant in vivo.",232.28
Melperone hydrochloride,[1622-79-3],Cl.CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,7-TM Receptors,5-HT Receptors,5-HT2 Receptors,5-HT2A antagonist; also D2 antagonist; neuroleptic,Atypical neuroleptic; 5-HT2A/D2 receptor antagonist (Ki values are 120 and 180 nM respectively). Causes an increase in dopamine levels in the medial prefrontal cortex (mPFC) and nucleus accumbens and an increase in ACh in the mPFC. Also binds adrenergic alpha1 and alpha2 receptors (Ki values are 180 and 150 nM respectively).,299.81
Meptazinol hydrochloride,[59263-76-2],OC1=CC=CC(C2(CC)CN(C)CCCC2)=C1.Cl,7-TM Receptors,Opioid Receptors,Mu Opioid Receptors,mu1 partial agonist,Centrally active opioid analgesic. Partial agonist at the mu1 opioid receptor. Also shown to inhibit acetylcholinesterase.,269.81
Metergoline,[17692-51-2],[H][C@](CNC(OCC5=CC=CC=C5)=O)1C[C@@](C2=CC=CC3=C2C(C4)=CN3C)([H])[C@]4([H])N(C1)C,7-TM Receptors,5-HT Receptors,5-HT2 Receptors,5-HT2 antagonist. Also 5-HT1 antagonist and 5-HT1D ligand. Has moderate affinity for 5-HT6 and high affinity for 5-HT7,Antagonist at 5-HT1/5-HT2 with activity at 5-HT1D. Has moderate affinity for 5-HT6 and high affinity for 5-HT7.,403.52
Metformin hydrochloride,[1115-70-4],NC(NC(N(C)C)=N)=N.Cl,Enzymes,Kinases,AMPK,Activator of LKB1/AMPK; antidiabetic agent,Antidiabetic agent; lowers plasma glucose levels and improves insulin sensitivity. Inhibits hepatic gluconeogenesis via activation of the LKB1/AMPK pathway. Displays antiproliferative effects in cancer cell lines. Activates the aPKC-CBP pathway in neural precursors to promote neurogenesis. Activates autophagy. Deuterated analog also available.,165.62
Methiothepin maleate,[19728-88-2],[H]OC(=O)\C=C/C(=O)O[H].CSC1=CC2=C(SC3=C(CC2N2CCN(C)CC2)C=CC=C3)C=C1,7-TM Receptors,5-HT Receptors,Non-selective 5-HT,5-HT1 and 5-HT2 antagonist; also has moderate affinity for 5-ht5 and high affinity for 5-HT6 and 5-HT7,"5-HT2 antagonist (pKi = 8.7 - 9.2) ; also active as 5-HT1 antagonist (pKi values are 7.1 - 8.5). Also displays affinity for rodent 5-HT5B, 5-HT5A, 5-HT7 and 5-HT6 receptors (pKi values are 6.6, 7.0, 8.4 - 9.0 and 8.7 - 9.4, respectively).",472.62
Methyllycaconitine citrate,[351344-10-0],OC(=O)CC(O)(CC(O)=O)C(O)=O.[H][C@@]12C[C@H]3[C@H](OC)[C@]1([H])[C@](O)(C[C@@H]3OC)[C@]1(O)[C@@H](OC)C3[C@@]22[C@H]1N(CC)C[C@]3(COC(=O)C1=CC=CC=C1N1C(=O)C[C@H](C)C1=O)CC[C@@H]2OC,Ion Channels,Ligand-gated Ion Channels,Acetylcholine (Nicotinic) Receptors,Selective alpha7 neuronal nAChR antagonist,Potent antagonist for alpha7-containing neuronal nicotinic receptors (Ki = 1.4 nM). Interacts with alpha4beta2 and alpha6beta2 receptors at concentrations > 40 nM. Attenuates METH-induced neurotoxicity in mouse striatum in vivo.,874.93
Methylprednisolone,[83-43-2],O=C1C=C[C@@]2(C)C([C@@H](C)C[C@]3([H])[C@@]([H])2[C@@H](O)C[C@@]4(C)[C@]([H])3CC[C@](C(CO)=O)4O)=C1,Nuclear Receptors,Glucocorticoid Receptor,,Glucocorticoid receptor agonist,Glucocorticoid receptor (GR) agonist. Displays anti-inflammatory and antioxidant properties. Attenuates apoptosis in oligodendrocytes after injury stimuli. Upregulates expression of Bcl-xL via direct binding of the GR/STAT5 complex. Neuroprotective.,374.47
Metoprolol tartrate,[56392-17-7],O=C(O)C(O)C(O)C(O)=O.OC(CNC(C)C)COC1=CC=C(CCOC)C=C1.OC(CNC(C)C)COC2=CC=C(CCOC)C=C2,7-TM Receptors,Adrenergic Receptors,Adrenergic Beta-1 Receptors,Selective beta1 antagonist,"Selective beta1-adrenoceptor antagonist (Ki values are 47, 2960 and 10100 nM for beta1, beta2 and beta3 adrenoceptors respectively). Inhibits spontaneous endothelin-1 production in vitro and displays antihypertensive and antianginal activity in vivo.",342.4
Metyrapone,[54-36-4],O=C(C2=CN=CC=C2)C(C)(C)C1=CC=CN=C1,Enzymes,Hydroxylases,,11-beta hydroxylase inhibitor,Cytochrome P450 inhibitor. Blocks glucocorticoid synthesis via inhibition of steroid 11-beta hydroxylase (CYP11B1) activity (IC50 = 7.83 muM). Also inhibits CYP3A4 and cytochrome P450-mediated omega/omega-1 hydroxylase activity.,226.27
Mevastatin,[73573-88-3],[H][C@@]12C(C=C[C@H](C)[C@@]([H])2CC[C@@]3([H])OC(C[C@]([H])(O)C3)=O)=CCC[C@@H]1OC([C@@H](C)CC)=O,Enzymes,Reductases,HMG-CoA Reductase,HMG-CoA reductase inhibitor,"Inhibitor of HMG-CoA reductase; decreases cholesterol biosynthesis, in vitro and in vivo. Induces apoptosis, arrests cancer cells in G1 phase and downregulates cdk 2, 4, and 6, cyclin D1 and E1, p21 and p27. Inactive lactam prodrug of mevastatin hydroxy acid, naturally bioactivated in vivo following oral administration.",390.52
Mexiletine hydrochloride,[5370-01-4],Cl.CC(N)COC1=C(C)C=CC=C1C,Ion Channels,Sodium Channels,Voltage-gated Sodium Channels,Na+ channel blocker; antiarrhythmic agent,"Use-dependent sodium channel blocker (IC50 values are 75.3 and 23.6 muM for tonic and use-dependent block respectively). Class Ib antiarrhythmic, neuroprotective and antimyotonic agent.",215.72
MG 624,[77257-42-2],[I-].CC[N+](CC)(CC)CCOC1=CC=C(\C=C\C2=CC=CC=C2)C=C1,Ion Channels,Ligand-gated Ion Channels,Acetylcholine (Nicotinic) Receptors,alpha7 neuronal nAChR antagonist,A selective antagonist for neuronal alpha7 subunit- containing nAChR subtypes. Inhibits alpha-Bgtx binding to chick alpha7 and alpha4beta2 subtypes with Ki values of 106 nM and 84 muM respectively.,451.39
MI 14,[1715934-43-2],CC2=C(C3=CC=CC(S(N(C)C)(=O)=O)=C3)N1N=C(Cl)C=C(NCCNC(C)=O)C1=N2,Enzymes,Kinases,Other Kinases,Potent and selective PI 4-kinase IIIbeta inhibitor,"Potent and selective PI 4-K IIIbeta inhibitor (IC50 = 54 nM). Exhibits >1,800-fold selectivity for PI 4-K IIIbeta over PI 4-K IIIalpha and PI 4-K IIalpha, respectively. Exhibits antiviral activity against single-stranded positive sense RNA viruses in HeLa cell-based assays.",450.94
Mibefradil dihydrochloride,[116666-63-8],Cl.Cl.COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=C(N2)C=CC=C3)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,Ion Channels,Calcium Channels,Voltage-gated Calcium Channels,CaV3.x blocker,Ca2+ channel blocker with moderate selectivity for T-type Ca2+ channels displaying IC50 values of 2.7 muM and 18.6 muM for T-type and L-type channels respectively. Antihypertensive agent.,568.56
Miconazole nitrate,[22832-87-7],ClC1=CC(Cl)=CC=C1COC(CN3C=CN=C3)C2=CC=C(Cl)C=C2Cl.O[N+]([O-])=O,Other Pharmacology,Miscellaneous Compounds,,Antifungal agent,Antifungal agent. Inhibits lanosterol demethylase and induces formation of reactive oxygen species. Enhances the generation of mature oligodendrocytes from progenitor cells in vitro and promotes myelination in vivo. Attenuates disease severity in a mouse model of multiple sclerosis. Brain penetrant.,479.14
Mifepristone,[84371-65-3],[H][C@@]23CCC1=CC(CCC1=C2[C@@H]([C@]5=CC=C(N(C)C)C=C5)C[C@@]4(C)[C@]([H])3CC[C@@](C#CC)4O)=O,Nuclear Receptors,Progesterone Receptor,,Progesterone and glucocorticoid receptor antagonist,Selective antagonist at progesterone (PR) and glucocorticoid (GR) receptors in vitro and in vivo. Is a silent antagonist at PR and has a higher affinity than progesterone. Has higher affinity for GR than dexamethasone (Cat. No. 1126).,429.6
Miglitol,[72432-03-2],OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,Enzymes,Glycosylases,,alpha-glucosidase inhibitor,Inhibitor of alpha-glucosidase; antihyperglycemic. Suppresses postprandial hyperglycemia in vivo and reduces plasma glucose concentration in normal rats and in several animal models of diabetes. Shown to inhibit the loss of pancreatic beta cells in type 2 diabetic rats. Also inhibits apoptosis and mitochondrial overproduction of reactive oxygen species in endothelial cells in vitro.,207.22
Minoxidil,[38304-91-5],NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,Ion Channels,Potassium Channels,Inward rectifier Potassium Channels,Kir6 channel (KATP) opener,Antihypertensive. Antialopecia agent. Kir6 channel (KATP) activator.,209.25
Mirin,[1198097-97-0],OC(C=C1)=CC=C1/C=C2/C(NC(S2)=N)=O,Enzymes,Kinases,ATM & ATR Kinase,MRN-ATM pathway inhibitor,Mre11-Rad50-Nbs1 (MRN)-ATM pathway inhibitor that blocks the 3' and 5' exonuclease activity associated with Mre11. Prevents ATM activation in response to double strand breaks (IC50 = 12 muM) and induces G2 cell cycle arrest. Also blocks homology-directed repair in vitro.,220.25
Mirtazapine,[85650-52-8],CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,7-TM Receptors,5-HT Receptors,5-HT2 Receptors,"Potent 5-HT2 antagonist; also 5-HT3, H1 and alpha2 antagonist; antidepressant","Antidepressant agent; potent 5-HT2, 5-HT3 and histamine H1 receptor antagonist and moderately potent alpha2-adrenoceptor antagonist (pKi values are 8.05, ~ 8.1, 9.3 and 6.95 respectively). Enhances noradrenalin (NA) release in rat brain via inhibition of alpha2-adrenergic autoreceptors and displays only weak affinity for monoamine transporters (pKi values are 5.6, < 5 and < 5.1 for inhibition of NA, dopamine and 5-HT uptake respectively). Increases hippocampal NA and 5-HT levels in rats following systemic administration in vivo.",265.36
